ID,NAME,DESCRIPTION,DOMAIN,LEVEL,PARENT
ResourceSpecCharacteristicValue,ResourceSpecCharacteristicValue,ResourcesPecCharacticsに割り当てることができる数字またはテキスト。,Resource Domain,1,Resource Specification ABE
ResourceSpecVersion,ResourceSpecVersion,このクラスは、さまざまなリソース特定のインスタンスを区別する機能を表します。それは、他の人や元のものとは異なる特定の形式またはさまざまなリソース特定を表します。このフォームは、この特定のリソース設定を特徴付ける属性、メソッド、関係、および/または制約の違いを表しますが、新しいリソース特定の作成を保証するのに十分ではありません。,Resource Domain,1,Resource Specification ABE
ResourceSpecVersionDetails,ResourceSpecVersionDetails,このクラスはModifiesResourcespec集約のセマンティクスを定義します。具体的には、このリソース設定のバージョンのセットが特定のタスクに適しているかをアプリケーションで定義できるようにする。このアグリゲーションは、このリソースのバージョンのセットを表します。この集計の意味は、ResourcesPecVersionDetailsクラスで実装されています。,Resource Domain,1,Resource Specification ABE
ResourceSpecification,ResourceSpecification,ResourcesPecificationは、管理対象または管理されていないリソースの不変特性と動作（属性、メソッド、制約、および関係）を定義するために使用される抽象基本クラスです。,Resource Domain,1,Resource Specification ABE
ResourceSpecificationPerfRole,ResourceSpecificationPerfRole,演奏特別化の定義においてリソース特定が再生される役割。,Resource Domain,1,Resource Specification ABE
ResourceSpecificationRelationship,ResourceSpecificationRelationship,リソース特定の間の移動、置換、依存性、または除外関係の関係。,Resource Domain,1,Resource Specification ABE
ResourceSpecificationType,ResourceSpecificationType,ResourcesPecificationTypeエンティティは、リソーススペックのセットを分類するために使用されます。,Resource Domain,1,Resource Specification ABE
CompoundResourceSpec,CompoundResourceSpec,ComponeResourcespecは、ComponeResourceの不変特性と動作（属性、メソッド、制約、および関係）を定義するために使用されます。 ConficdResourcespecとPhysicalResourcespecとLogicalResourcespecの鍵の違いは、PhysicalResourcespecとLogicalResourcespecがそれぞれ不変の特性と動作を指定するためのテンプレートとRogicalResourcesをそれぞれ定義することです。任意選択で、1つまたは複数の化合物担当者スペックもまた指定することができる。したがって、ConfightResourcespecは、補完的なPhysicalResourcespecsおよび/またはLogicalResourcespecを指定するための「短縮表記」に有効です。,Resource Domain,1,CompoundResource Specification ABE
SoftBlackBoxSpecification,SoftBlackBoxSpecification,SoftBlackBoxSpecは、内蔵ソフトウェアを含むボックスです。,Resource Domain,1,CompoundResource Specification ABE
ConnectionPointSpec,ConnectionPointSpec,ConnectionPointSpecは、情報/データ入力をResourceFuntionSpecまたはResourceFuntionSpecから出力するために使用されます。この説明は、実現される方法とは独立して捉えられます。,Resource Domain,1,LogicalResource Specification ABE
LogicalResourceSpec,LogicalResourceSpec,LogicalResourcespecは、LogicalResourceの不変特性と動作（属性、メソッド、制約、および関係）を定義するために使用されます。,Resource Domain,1,LogicalResource Specification ABE
LogicalResourceSpecVersion,LogicalResourceSpecVersion,このクラスの目的は、他の種類のリソース特定とは別にLogicalResourcesspecificationsを追跡できるようにすることです。このクラスはModifiesResourcespec集約を継承するため、対応するRogicalResourcesSpecificationクラスと共に使用できます。,Resource Domain,1,LogicalResource Specification ABE
ResourceFunctionSpec,ResourceFunctionSpec,ResourceFunctionSpecは、どのような性質の入力を提供されている方法から独立して、任意の性質の出力に変換する動作としての機能を指定します。これは通常、実現アーキテクチャに関する特定の知識を持っていない可能性がある機能設計者によって作成されます（たとえば、RFC規格、または好ましくはマシン解釈可能な言語などの図の英語のテキストの説明を使用して）。 NetworkFunctionSpec、OfficeFunctionSpecとGameFunctionspecは専門化の例です。 ResourceFuntionsPECの実現/展開は、さまざまな方法で実現できます。 SoftWareSecification、PhysicalBlackBoxSpec、またはSoftBlackBoxSpecificationのいずれかです。例：手動または自動化されたソフトウェアまたはハードウェア実装アルゴリズムの実装...関数自体の定義に影響を与えずに... ConnectionPointSpecは、情報/データ入力をResourceFuntionSpecまたはResourceFuntionSpecから出力するために使用されます。この説明は、実現される方法とは独立して捉えられます。,Resource Domain,1,LogicalResource Specification ABE
LogicalDeviceRoleSpec,LogicalDeviceRoleSpec,これは、すべてのLogicalDeviceRoleScificationサブクラスのコンクリート基本クラスです。モデル内のそれと他のクラスとの間で定義されることを可能にすることは存在します。これは関係の爆発を防ぐのに役立ちます。それは、論理デバイスに関連するさまざまな種類の役割の不変属性、メソッド、関係、および制約を定義するために使用されます。,Resource Domain,1,Logical Role Specification ABE
ComputeRequirementSpec,ComputeRequirementSpec,ComputERequiretementspecは、HostingPlatformrequirementspecの型の例です。ソフトウェア固定の計算要件について説明します。,Resource Domain,1,LogicalResource Spec Examples ABE
ConnectivityRequirementSpec,ConnectivityRequirementSpec,ConnectivityRequirementspecは、HostingPlatformrequirementspecの種類の例です。ソフトウェア固定のための接続要件を説明します。,Resource Domain,1,LogicalResource Spec Examples ABE
GameFunctionSpec,GameFunctionSpec,GameFuntionsPECは、ResourceFunctionSpecの型の例です。ゲームの機能について説明します。,Resource Domain,1,LogicalResource Spec Examples ABE
NetworkFunctionSpec,NetworkFunctionSpec,NetworkFuntionsPECは、ResourceFunctionSpecの型の例です。ネットワークの機能について説明します。,Resource Domain,1,LogicalResource Spec Examples ABE
OfficeFunctionSpec,OfficeFunctionSpec,OfficeFunctionSpecは、ResourceFunctionsPECの種類の例です。オフィススイートの機能について説明します。,Resource Domain,1,LogicalResource Spec Examples ABE
StorageRequirementSpec,StorageRequirementSpec,StorageRequirementspecは、HostingPlatformrequirementspecの型の例です。 SoftWareSpecificationのストレージ要件について説明します。,Resource Domain,1,LogicalResource Spec Examples ABE
APISpecification,APISpecification,属性値がそれに関連するAPIのすべてのインスタンスによって共有されているAPIの定義。,Resource Domain,1,Software Resource Specification ABE
SoftwareResourceSpecRelationship,SoftwareResourceSpecRelationship,SoftWareResourcesspecificationsの間に存在できるタイプの関係（関連）の定義。,Resource Domain,1,Software Resource Specification ABE
SoftwareResourceSpecification,SoftwareResourceSpecification,SoftWarespeffificationとApispecificationの定義に共通のすべての属性と関連付けを表す一般化。,Resource Domain,1,Software Resource Specification ABE
SoftwareSpecAlternativeRelationship,SoftwareSpecAlternativeRelationship,互いの代替であるSoftwareResourcesspecifications間の関連付けの仕様。,Resource Domain,1,Software Resource Specification ABE
SoftwareSpecConstraintRelationship,SoftwareSpecConstraintRelationship,関連するSoftWareResewsecificationsに定義される追加の制約の種類,Resource Domain,1,Software Resource Specification ABE
SoftwareSpecRefinementRelationship,SoftwareSpecRefinementRelationship,SoftWareResourcessecificationの部門を他の2つ以上の仕様に定義する関連付けの仕様。または2つ以上の仕様の単一の仕様への融合。または別の仕様を別の仕様に代入することができます。,Resource Domain,1,Software Resource Specification ABE
AtomicSoftwareSpecification,AtomicSoftwareSpecification,下位のソフトウェア制限を持たないソフトウェア制定の一種、つまりAtomicSoftwarespecificationは、リーフレベルのソフトウェア制定です。,Resource Domain,1,Software Specification ABE
CompositeSoftwareSpecification,CompositeSoftwareSpecification,他のSoftwarespecificationsを集約することによって形成されるソフトウェア担当者の一種、複合またはコンポーネントのソフトウェア固定責任がある可能性があります。,Resource Domain,1,Software Specification ABE
ConfigurationFeatureSpec,ConfigurationFeatureSpec,ConfigurationFeatureSpecはエンティティセクシファーの一種です。これは、消費者ビューポイントからこれらのRFSpecをコンシューマビューポイントから設定する方が簡単な方法で、デプロイメントステージ（詳細に基づく展開とは対照的に、Intendベースの展開）の設定が簡単になるように使用されます。 •ConductionFeaturesPECの中には必須である場合がありますが、コンシューマの選択（特定のインスタンス化）によって必須である可能性があります。 •ConfigurationFeatureSpecは、消費者（インスタンス化時および/またはリソース機能の存続期間中に）によって設定可能な特性を持つことができます。,Resource Domain,1,Software Specification ABE
HostingPlatformRequirementSpec,HostingPlatformRequirementSpec,HostingPlatFormRequirementsSpecは、InstalledSoftwareが実行されるプラットフォームによって満たされなければならない要件を表すために使用されます（例えば、Compute、Storage、Network）。派生アソシエーション/ SoftWarespecificatonRiationは、関係したソフトウェアをホストできるプラットフォームの要件のセットを文書化するために使用されます。,Resource Domain,1,Software Specification ABE
ResourceSpecRunsSoftwareSpec,ResourceSpecRunsSoftwareSpec,Associationクラスは、リソース設定で実行できるソフトウェア固定のステータスを示すために使用されます。たとえば、ステータスは実行できるか、実行できなくなる可能性があります。協会は、任意の種類のリソース（理由）が、ComponeResource、LogicalDevice、またはPhysicalDeviceなどのソフトウェアを実行できるようにしました。,Resource Domain,1,Software Specification ABE
SoftConnectionPointSpec,SoftConnectionPointSpec,SoftConnectionPointSpecは、ソフトウェアプログラミングインタフェース（API）としてConnectionPointSpecの実現です。,Resource Domain,1,Software Specification ABE
SoftwareSpecification,SoftwareSpecification,コンポーネントとCompositeSoftwareSecificationに共通のすべての属性と関連付けを表す一般化。それはまた属性値がそれに関連するソフトウェアのすべてのインスタンスによって共有されているソフトウェアの定義を表します。ソフトウェア担当者は、次のようなソフトウェアを特徴付けるプロパティまたは関連情報を指定します。 - リリース番号、リリースのステータス、ライセンス条件...  -  OS、ディスク、メモリスペースなどのプラットフォーム要件...  - 入出力構成と要件 - インストールマネージャなどの展開とインストールに必要なすべてのファイルを含みます。,Resource Domain,1,Software Specification ABE
ElectronicConnectionPointSpec,ElectronicConnectionPointSpec,ElectronicConnectionPointSpecは、ConnectionPointSpecの電子インターフェース（信号処理）の実現です。,Resource Domain,1,PhysicalResource Specification ABE
PhysicalBlackBoxSpec,PhysicalBlackBoxSpec,PhysicalBlackBoxSpecは、その機能を実現する他の内部メカニズムのボックスです。,Resource Domain,1,PhysicalResource Specification ABE
PhysicalDeviceSpecification,PhysicalDeviceSpecification,これは、PhysicalDeviceオブジェクトを構築するための特定の属性、行動、関係、制約、およびセマンティクスを記述するための具体的なクラスです。,Resource Domain,1,PhysicalResource Specification ABE
PhysicalResourceSpec,PhysicalResourceSpec,PhysicalResourcespecは、物理リソースの不変特性と動作（属性、メソッド、制約、および関係）を定義するために使用されます。,Resource Domain,1,PhysicalResource Specification ABE
PhysicalResourceSpecAttributes,PhysicalResourceSpecAttributes,PhysicalResourcespecAttributesは、Atomic PhysicalResourcespecを記述するために使用される特定の属性を処理します。,Resource Domain,1,PhysicalResource Specification ABE
PhysicalDeviceRoleSpec,PhysicalDeviceRoleSpec,これは、すべてのPhysicalDeviceRoleSecificationサブクラスのコンクリート基本クラスです。モデル内のそれと他のクラスとの間で定義されることを可能にすることは存在します。これは関係の爆発を防ぐのに役立ちます。それは、物理デバイスに関連するさまざまな種類の役割の不変属性、メソッド、関係、および制約を定義するために使用されます。,Resource Domain,1,Physical Role Specification ABE
PhysicalResourceRoleSpec,PhysicalResourceRoleSpec,これは、すべてのPhysicalResourceRoleSecificationサブクラスのコンクリート基本クラスです。関係と他のクラスの間で定義されることを可能にすることが存在します。これは関係の爆発を防ぐのに役立ちます。それは、物理レーソースに関連するさまざまなタイプのロールの不変属性、メソッド、関係、および制約を定義するために使用されます（それらが物理デバイスまたはハードウェアのサブクラスであるかどうか）。,Resource Domain,1,Physical Role Specification ABE
ResCatalogResCandidate,ResCatalogResCandidate,resourcecatalogにおけるリソース復調の外観。,Resource Domain,1,Resource Catalog ABE
ResourceCandidate,ResourceCandidate,ResourceCandidateは、リソースをカタログにできるエンティティです。 ResourceCandidateとそのリソース特定は、「公開」 - 可視化されたものです。 1つのリソーススペシャリーは、他のリソーススペックで構成できます。,Resource Domain,1,Resource Catalog ABE
ResourceCatalog,ResourceCatalog,ResourceCatalogは、リソース特定を表すResourceCandidatesのコレクションです。 ResourceCandidatesは、基礎となるリソースを定義します。 ResourceCandidatesは、1つまたは複数のServiceCandidatesまたはProductOfferingsに設定または組み込まれている1つ以上のResourceCatalogに公開できます。 ResourceCatalogの内容は、企業内部/外部に利用されるようにResourceCandidatesのコレクションを公開できます。,Resource Domain,1,Resource Catalog ABE
ResourceCatalogSpecification,ResourceCatalogSpecification,ResourceCatalogSpecificationは、関連ResourceCatalogのすべてのインスタンスによって共有される属性を定義します。,Resource Domain,1,Resource Catalog ABE
ResourceTest,ResourceTest,リソース上で制御されたテスト呼び出しのために存在するエンティティ。リソーステストはスケジュールに従って実行されます。実行時間に適用されるリソーステスト構成パラメータと、その結果のリソーステストの測定値を含みます。,Resource Domain,1,Resource Test ABE
ResourceTestSpec,ResourceTestSpec,リソーステストの仕様は、構成されるパラメータと取られるためのメジャーの観点から、リソーステストについて説明しています。,Resource Domain,1,Resource Test ABE
CrossedThreshold,CrossedThreshold,このクラスは、アラームがしきい値を横切る結果であるときに交差したしきい値情報を提供します。それが提供する情報は他のSIDエンティティに含まれる情報の概要であるため、実装指向のオブジェクトです。それは次のように構成されている。閾値交差方向についてインジケータが評価され、しきい値交差方向を提供し、閾値交差方向を提供し、閾値交差警報のさらなる情報を含む交差しきい値交差記述を含む。インジケータ名または粒状性のような、閾値オブジェクトに存在する情報のいくつかは、ここでは、含まれているアラーム報告書を持つためにここで繰り返されることに注意してください。,Resource Domain,1,Alarm ABE
ResourceAlarm,ResourceAlarm,ResourceAlarmエンティティには、警告された管理対象オブジェクトの特定のアラーム状態に関する情報が含まれています。オートオブジェクト作成通知の生成は、新しいアラームに対して特定の新しいアラーム通知が生成されたため無効になっています。,Resource Domain,1,Alarm ABE
AlarmSeverityAssignmentProfile,AlarmSeverityAssignmentProfile,"このオブジェクトクラスは、指定された推定原因に（柔軟な）重大度の割り当てをモデル化します。そのため、ASAPオブジェクトにはテーブルが含まれています。各行は、推定原因（オプションでacropableCauseQualifierおよび/またはNatureProbablyCause）を指定し、「サービスに影響を与える」、「サービスに影響を与える」および「サービスに依存しない」および「未知の」アラームの割り当ての重大度を含みます。推定原因、probableCauseQualifierおよびNativeProbableCauseがASAPエントリの座標であるため、同じ座標を持つ2つのASAPエントリが必要です。これを強制するのはEMSの責任です。インタフェースによってモデル化されていないエンティティに対するアラームは、 ""AID"" ObjectTypeを使用して報告されます。これらの「援助」アラームの場合、ASAPメカニズムは適用されません。通常、ASAP関数は、アラームが発生したOSまたはNEに実装されています。 I. e。重大度は通常NEによって直接割り当てられるため、定義されたASAPをNEにダウンロードするためのEMS次第です。他の警報。 SNCのような円弧では、ターゲットOSによって生成されてもよい。アラームがNE /ターゲットOSによって報告されるようになります。アラームは、アラーム報告属性がないため、他のすべてのオブジェクトに対して常に報告されています。アラームが報告可能になったとき、ASAPが適用されます（ASAPPOINTER経由でアクセス）。アラームの重大度は、次のすべてに一致するASAPエントリから採用されています。たとえば、報告可能なアラームにLOS Probableが存在し、ASAPエントリがLOS ProbableCauseとASAPエントリが見つかった場合は、ProbableCapalifierとNativeProbableCauteの両方が空の文字列であるため、検索は成功しました。一致するASAPがある場合は、重大度が次の基準で採用されています。 - アラームはサービスに依存しないか、警告がサービスに影響を与えるかどうかを判断するために備えていない、またはNE /ターゲットOSは装備されていません.ServiceIndepenDentorUnknownフィールドに指定された重大度が割り当てられています。 ASAPで指定された割り当てられた重大度が次のとおりです。 U / EMSに重大度を判断するためにローカルメカニズムがない場合、重大度「不確定」を割り当てる必要があります。 -  ""NotAlarmed""それからEMSはEML-NMLインターフェイスを介してアラームを発信してはいけません。 ASAPが一致しない場合は、NE /ターゲットOSは重大度を判断できます。重大度を判断するためにNE /ターゲットOSにローカルメカニズムがない場合は、重大度「不確定」を割り当てる必要があります。重大度が割り当てられたら、アラーム通知が発行されます（ ""NotAlarmed""以外）。注：アラーム検索の操作では、「NotAlarmed」アラームは含まれません。",Resource Domain,1,Alarm Severity Assignment Profile ABE
ResourceUsage,ResourceUsage,意図された目的のためにリソースを採用することの発生。,Resource Domain,1,Resource Usage ABE
ResourceUsageSpec,ResourceUsageSpec,リソース使用イベント（例えば、購入またはリソースのリースのリース）の詳細な説明。,Resource Domain,1,Resource Usage ABE
ResourceFromStockItemChoice,ResourceFromStockItemChoice,ResourceFromStockItemChoiceは、可能な複数のリソースの間であいまいさがあいないことを定義することによって管理されています。これはStockItemに使用されなければなりません。,Resource Domain,1,Stock Item ABE
ShipmentCheckPoint,ShipmentCheckPoint,ShipmentCheckPointはStockItemShipmentのステップに関する情報を追跡します。,Resource Domain,1,Stock Item ABE
ShipmentTracking,ShipmentTracking,ShipmentTrackingはStockItemShipmentの進行状況を追跡します。,Resource Domain,1,Stock Item ABE
StockItem,StockItem,StockItemは、在庫および出荷管理のために使用されたサプライチェーンを使用しています。 CodeModelは、StockItemCodeに使用される文化の種類を指定します。 2つの主な種類が存在します：EAN（ヨーロッパの記事番号付け）またはGTIN（グローバルトレードアイテム番号）。 GTINは、GS1会社の接頭辞、項目参照番号、および小切手桁で構成されています。それらのそれぞれは、EAN 13、GTIN-12（個々の製品のための米国/カナダ）、Gtin-13（個々の製品のための世界の他の世界）、GTIN-14（世界的な製品グループのための世界）の長さによってさらに定義されています。 。,Resource Domain,1,Stock Item ABE
StockItemCharUse,StockItemCharUse,StockItemがStockItemによって使用されるストックイメリカ特性をいくつかのStockItemによって再利用することができます。,Resource Domain,1,Stock Item ABE
StockItemCharValue,StockItemCharValue,ストッキテムチャーバは、ストックイメリカ特性の可能な値に対応します。,Resource Domain,1,Stock Item ABE
StockItemCharValueUse,StockItemCharValueUse,StockItemがStockItemで使用されているStockItemCharValueを特定のStockItemで再利用することができます。,Resource Domain,1,Stock Item ABE
StockItemCharacteristic,StockItemCharacteristic,StockItemCharacticは、色、高さ、重量などのStockItemを記述するパラメータを表します。,Resource Domain,1,Stock Item ABE
StockItemRequest,StockItemRequest,StockItemRequestは、StockItemStocklevelに関する予約または補充を求めます。•予約要求：予約要求は、顧客に巨大な量を顧客に配置することを計画している営業担当者から、予約要求がある場合があります。在庫を凍結させるのを避けるために有効な期間を運びます。 •補充：数量がREORDELEVELの下にあるときに補充要求が発生します。ステータスが進行中であり、1つの在庫投入から別の在庫への対応する購入または移動がトリガされたときに（ValidPeriodから）終了日が指定されます。これらの要求はキャンセルされる可能性があります（たとえば、顧客が注文を中断した場合）。対応するStockItemShipmentが完了し、コンテンツがまだチェックされていない場合はStockItemRequestが受信されることがあります。,Resource Domain,1,Stock Item ABE
StockItemShipment,StockItemShipment,StockItemShipmentに答えますStockItemRequestsまたはShippingProductspecのProductOrderItemに答えます。それは配達する場所を指定し、ストックアイテムが動かさなければならず、そしてParterRoleを進歩を知らされるようにする。,Resource Domain,1,Stock Item ABE
StockItemShipmentItem,StockItemShipmentItem,StockItemShipmentItem出荷する必要があるStockItemとStockItemからStockItemStocklevelをデスクトップしなければならないStockItemStocklevelを指定します。 StockItemShipmentがProductOrderItemから来ているとき、StockItemShipmentItemsはGoodProductSpec ProductOrderItemを参照しています。,Resource Domain,1,Stock Item ABE
StockItemStockLevel,StockItemStockLevel,StockItemStockLevelは、在庫投与で保存され、セールスチャネルに入手可能なStockItemの在庫レベルを表します。 StockItemStockLevelは、セールスチャネルに限定されたお客様への販売可能性があります。•ネットワークを構築するため、または従業員に家具を提供するために利用可能です。 ：サプライヤからの受信中に破損しているものとして識別されているStockItemsまたは顧客または従業員によって損傷を受ける,Resource Domain,1,Stock Item ABE
StockLocation,StockLocation,stokinglocationは、StockItemに対応するInstallationResourcesが格納されている場所です。,Resource Domain,1,Stock Item ABE
AppliedPartyBillingAllowance,AppliedPartyBillingAllowance,適用された金額、通常は、製品の料金から割引、またはそれらと引き換えに控除されました。適用された量は、使用法に適用される数分などの数の自由単位でもあり得る。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingCharge,AppliedPartyBillingCharge,人または組織が経済的に責任を負う金額、通常は金額。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingCredit,AppliedPartyBillingCredit,コース内のパーティーのアカウントに割り当てられたクレジットまたは請求プロセスの目的,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingDiscount,AppliedPartyBillingDiscount,AppliedPartyBillingDiscount関連する料金を短縮するために適用される製品の価格の減少。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingProductAlteration,AppliedPartyBillingProductAlteration,関連する料金を短縮するために適用されるクレジット。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingProductCharge,AppliedPartyBillingProductCharge,製品に適用された電荷。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingProductUsageRate,AppliedPartyBillingProductUsageRate,定格使用例は通常、評価エンジンによって生成されます。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingRate,AppliedPartyBillingRate,コース内のパーティーのアカウントに割り当てられている料金またはクレジットは、または請求プロセスの目的のために。サブクラスはさらにこれらの要素を定義します。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingRateSpec,AppliedPartyBillingRateSpec,AppliedPartyBillingRateエンティティの詳細な説明。このビジネスエンティティは、AppliedPartyBillingRateのすべての特性（バリアント属性）の定義を保持しています,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingRebate,AppliedPartyBillingRebate,,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyBillingTaxRate,AppliedPartyBillingTaxRate,立法体による製品の価格に課された金額。,Business Partner Domain,1,Applied Party Billing Rate ABE
AppliedPartyPenaltyCharge,AppliedPartyPenaltyCharge,AppliedPartyParnalyChergeは、AppliedPartyBillingChargeの一種です。それは遅い手数料、支払拒否料金、利益、利益などのペナルティ料金を表しています。,Business Partner Domain,1,Applied Party Billing Rate ABE
AtomicAppliedPartyBillingRate,AtomicAppliedPartyBillingRate,単一の料金またはクレジット。,Business Partner Domain,1,Applied Party Billing Rate ABE
CompositeAppliedPartyBillingRate,CompositeAppliedPartyBillingRate,,Business Partner Domain,1,Applied Party Billing Rate ABE
PartyFinancialCharge,PartyFinancialCharge,FAICIONCHARGEはAtomicAppliedPartyBillingRateの正規化された集約を表し、すべてのAtomicAppliedPartyBillingRateが正確に1つの金利に表示されます。これは財務報告にとって重要です。,Business Partner Domain,1,Applied Party Billing Rate ABE
BusinessPartnerAccount,BusinessPartnerAccount,BusinessPartNerAccountは、パーティーが企業が企業（通信サービスプロバイダーなど）を持っていることです（通信サービスプロバイダーなど）は、企業がBILSを構造化するためにAppliedPartyBillingRate（すなわち）を収集する）を収集します。また、企業からパーティーに提供される製品の支払いも収集します。 AppliedPartyBillingRatesはPartybillsを介してBusinessPartnerAccountに請求されています。,Business Partner Domain,1,Business Partner Account ABE
BusinessPartnerAccountAssignment,BusinessPartnerAccountAssignment,BusinessPartNaCcountAssignmentは、FinancialAccountへの割り当てが各会計イベントに対してどのようにして行われる必要があるかについてのBusinessPartNerAccountの規則を指定します。,Business Partner Domain,1,Business Partner Account ABE
Carrier,Carrier,キャリアは、出荷資料商品を担当する会社がプレイした一種のサプライヤーです。,Business Partner Domain,1,Business Partner Party Roles ABE
Partner,Partner,パーティーによってプレイされたパーティーは、他の締約国とのビジネスインタラクションで公平なパートナーであること、パートナーの役割を果たしています。通常、すべてのパートナーは同じ（または互換性のある）ビジネス目標を持っています。,Business Partner Domain,1,Business Partner Party Roles ABE
Supplier,Supplier,正式な合意によって買い手に成果を提供することを犯したパーティーによって演じられたパーティーロール（コミットメント）,Business Partner Domain,1,Business Partner Party Roles ABE
BusinessPartnerProductOrder,BusinessPartnerProductOrder,BusinessPartnerPartneRoderOrderは、サービスプロバイダーのProductOfferingのコンテキストで、1つまたは複数の製品を調達、更新、または削除するために使用される通信を指定します。,Business Partner Domain,1,Business Partner Product Order ABE
BusinessPartnerProductOrderItem,BusinessPartnerProductOrderItem,各BusinessPartnerProductOrderItemには、製品専用またはProductOfferingのアクション（AllowedProduction）が必要です。,Business Partner Domain,1,Business Partner Product Order ABE
BillingPeriod,BillingPeriod,請求期間それは繰り返し（例えば、1週間、月、年、年、年、年、年）、またはパーティム（この場合、パーティの日付を説明するための追加のビジネスエンティティが必要になるでしょう）。,Business Partner Domain,1,Party Bill ABE
OffCyclePartyBill,OffCyclePartyBill,このエンティティは、サイクル実行とは異なるイベントの結果として生成されたパーティビル（パーティー要求またはアカウントの閉鎖など）を表します。,Business Partner Domain,1,Party Bill ABE
OnCyclePartyBill,OnCyclePartyBill,このエンティティは、サイクルランの結果として生成されたパーティビルを表します。,Business Partner Domain,1,Party Bill ABE
PartyBill,PartyBill,請求期間中のすべての製品のパーティーパッカーから合計金額。,Business Partner Domain,1,Party Bill ABE
PartyBillFormat,PartyBillFormat,パーティーの請求書が提示されている方法の詳細な説明。このエンティティの現在のバージョンはプレースホルダとして機能します。この文書の将来のバージョンでさらに開発されます。,Business Partner Domain,1,Party Bill ABE
PartyBillPresentationMedia,PartyBillPresentationMedia,関連する請求書フォーマットでサポートされているパーティービルを通信する手段。たとえば、メール、電子メール、Webページ。,Business Partner Domain,1,Party Bill ABE
PartyBillSpec,PartyBillSpec,パーティーの請求構造の詳細な説明。このクラスの現在のバージョンはプレースホルダとして機能しています。この文書の次のバージョンでさらに開発されます。,Business Partner Domain,1,Party Bill ABE
PartyBillingCycle,PartyBillingCycle,請求サイクルの発生重要な日付のほかに、サイクルをトリガーしたかを記録します。,Business Partner Domain,1,Party Bill ABE
PartyBillingCycleSpecification,PartyBillingCycleSpecification,請求サイクルと請求サイクルのさまざまなサブステップを開始するときの詳細な説明。,Business Partner Domain,1,Party Bill ABE
PartyAllowance,PartyAllowance,お金（通常）は、製品の販売価格から、サービスプロバイダの販売価格から割引、または何かと引き換えになりました。手当の例は、AlloweNateProdPricaltationによって新しい部品に付与された国内電話の500個の自由分です。パーティーはサービスを使用していますが、利用可能な手当は徐々に減少します。 AvaliaPartyAllowAnceは、まだ使用されていない手当で利用可能なものを表します。,Business Partner Domain,1,Party Billing Credit ABE
PartyAllowanceBalance,PartyAllowanceBalance,利用可能なパーティー手当のバランス、それは通常、製品の販売価格から、サービスプロバイダーの販売価格から割引、または何かと引き換えに控除しています。,Business Partner Domain,1,Party Billing Credit ABE
PartyBillingCredit,PartyBillingCredit,パーティービルで製品に充電された金額に対して適用できる控除の量。請求クレジットは通常、ProductPriceluleとProductPricaltationによって管理されています。,Business Partner Domain,1,Party Billing Credit ABE
PartyBillingCreditBalance,PartyBillingCreditBalance,パーティ製の残りのクレジット。,Business Partner Domain,1,Party Billing Credit ABE
PartyDiscount,PartyDiscount,,Business Partner Domain,1,Party Billing Credit ABE
PartyDiscountBalance,PartyDiscountBalance,残りのまたは優れたパーティーの割引。,Business Partner Domain,1,Party Billing Credit ABE
PartyAccountChargeSum,PartyAccountChargeSum,パーティ製の全員に適用されたすべての料金。,Business Partner Domain,1,Party Billing Statistic ABE
PartyAccountChargeSumBalance,PartyAccountChargeSumBalance,パーティーキャッツに適用されるすべての料金の集計のバランス。,Business Partner Domain,1,Party Billing Statistic ABE
PartyAccountChargeSumSpec,PartyAccountChargeSumSpec,パーティ製Apteraccountに適用されるすべての料金の集約の詳細な説明。,Business Partner Domain,1,Party Billing Statistic ABE
PartyBillingProductChargeSum,PartyBillingProductChargeSum,製品に適用されたすべてのパーティ製のすべてのPartyAccount料金が適用されます。,Business Partner Domain,1,Party Billing Statistic ABE
PartyBillingProductChargeSumBalance,PartyBillingProductChargeSumBalance,製品に適用されたすべてのPartyAccount料金の集約。,Business Partner Domain,1,Party Billing Statistic ABE
PartyBillingProductChargeSumSpec,PartyBillingProductChargeSumSpec,製品に適用されるすべてのPartyAccount料金の集約の詳細な説明。,Business Partner Domain,1,Party Billing Statistic ABE
PartyBillingStatistic,PartyBillingStatistic,Partybillsから派生したデータを収集しました。 PartyBillingStatisticsPecificationによって定義されます。,Business Partner Domain,1,Party Billing Statistic ABE
PartyBillingStatisticBalance,PartyBillingStatisticBalance,収集された統計データのバランス。,Business Partner Domain,1,Party Billing Statistic ABE
